,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spent,Purchases_Z1,Purchases_Z2,Purchases_Z3,Clusters
94,54,30753.0,0,569.0,85,1,0,0,12,5,25,0,9,30,0,0,0,0,0,0,0,81,1.2095237921226312,-0.7891303758428543,0.5083226031203302,0
95,35,21918.0,1,239.0,37,1,1,0,1,6,7,11,5,3,0,0,0,0,0,0,0,33,1.431108033296457,-0.3962866436241821,0.0451873632363946,4
96,23,56129.0,0,596.0,65,1,0,1,320,48,133,39,72,48,0,0,0,0,0,0,0,660,-1.118764431220507,0.8567931173894674,0.0655978874492698,5
97,51,32557.0,1,4.0,13,0,0,1,34,3,29,0,4,10,0,0,0,0,0,0,1,80,1.0663485630774352,-0.2432689887552525,0.6272032627879139,4
98,23,19510.0,0,543.0,63,1,0,1,9,0,7,3,4,7,0,0,0,0,0,0,0,30,1.769996784216741,-0.3642986229834729,0.134378327932665,2
99,34,30992.0,1,564.0,83,0,1,0,17,0,14,7,3,2,0,0,0,0,0,0,0,43,1.7599373449957845,-0.7387973726785322,-0.2002899155274976,0
100,52,101970.0,2,292.0,69,0,1,0,722,27,102,44,72,168,0,1,1,1,0,0,1,1135,-3.182762821705236,-1.0445741460549884,-0.4155774575369811,5
101,44,71488.0,0,156.0,87,1,0,0,162,33,124,40,28,172,0,0,0,0,0,0,0,559,-1.0970076988204895,-1.1647168140233408,0.7851179144942093,5
102,47,54348.0,2,353.0,51,1,0,1,70,0,16,0,0,4,0,0,0,0,0,0,0,90,1.2586201974372695,-0.358916086237665,0.0051200861335592,2
103,45,77376.0,1,227.0,72,1,0,1,492,19,110,16,12,12,0,0,0,0,0,0,0,661,-1.307929258006353,0.8386626805965897,0.1863489244443177,5
104,61,62998.0,1,374.0,10,1,1,0,120,58,73,65,89,58,0,0,0,0,0,0,0,463,-0.285706715355022,1.040166227206895,0.9312955551099756,5
105,47,61331.0,1,125.0,42,0,0,1,534,5,47,0,5,41,0,0,0,0,0,0,0,632,-0.2531458324911876,2.770155893427054,-1.145540193022402,1
106,29,73448.0,2,298.0,10,1,1,0,236,106,189,23,41,130,0,0,0,0,0,0,0,725,-1.1296895812903407,-0.1327110516896857,-1.1141271496209617,1
107,38,41551.0,1,433.0,51,1,0,1,220,0,33,3,0,23,0,0,0,0,0,0,0,279,0.8387500129649126,1.704609511685283,0.189252586835906,2
108,31,62981.0,0,474.0,21,1,0,1,796,14,590,38,44,0,0,1,0,0,0,0,0,1482,-2.1130854829403045,-0.7550587027331284,-0.1381837765731136,5
109,49,9548.0,0,496.0,31,0,0,0,0,1,3,10,6,9,0,0,0,0,0,0,0,29,1.955650866870873,-0.1609479649502212,0.0077817088363565,4
110,30,33762.0,0,434.0,61,1,0,1,53,1,34,2,0,16,0,0,0,0,0,0,0,106,1.6066338201131718,0.3112819911651079,0.4082317195968716,2
111,61,35860.0,2,21.0,37,0,0,1,15,0,8,4,2,20,1,0,0,0,0,0,1,49,1.382011627981818,-0.826500933229371,0.5483898802231654,4
112,53,36921.0,1,353.0,74,0,0,1,17,1,12,3,1,4,0,0,0,0,0,0,0,38,1.6167621159505885,-0.1929359855909304,-0.0814092558599139,2
113,62,65104.0,1,272.0,4,1,0,1,738,0,232,13,20,50,0,0,0,0,0,0,1,1053,-0.1722480296815439,0.0372566973832922,0.1462892369114056,5
114,45,68352.0,0,139.0,47,0,0,1,614,16,132,43,33,33,0,0,0,0,0,0,0,871,-1.458991686163855,1.1399590907808457,-0.5515183737006879,1
115,51,41883.0,1,322.0,13,1,1,0,32,34,41,73,16,116,0,0,0,0,0,0,0,312,0.9420225650675488,0.4880271653034581,0.063185894005187,4
116,50,59809.0,2,319.0,36,1,1,0,598,16,141,32,41,49,0,0,0,0,0,0,0,877,0.5742829816244241,0.6139964213108414,0.1529260643879992,5
117,47,23957.0,0,469.0,47,1,1,0,2,1,18,20,11,16,0,0,0,0,0,0,1,68,1.4210485940755002,-0.7707853933192419,-0.2894808802237678,0
118,38,38547.0,1,690.0,49,1,1,0,6,1,10,0,1,4,0,0,0,0,0,1,0,22,2.1180792635091032,-0.5728172720317974,-0.286819257520971,0
119,55,35688.0,3,357.0,94,1,0,0,73,3,90,12,1,32,0,0,0,0,0,0,0,211,1.184591395532165,2.2448738162963413,1.1144439346516453,2
120,41,49605.0,2,41.0,65,1,0,1,42,16,29,12,20,8,0,0,0,0,0,0,0,127,0.502433683468071,-1.3615972468253577,0.1709927369573709,3
121,49,59354.0,2,336.0,59,1,0,1,295,21,78,39,13,13,0,0,0,0,0,0,0,459,-0.8889936409993342,-0.961151610259354,-0.0185311509511491,5
122,22,65747.0,0,618.0,96,1,1,0,346,17,48,23,13,13,0,1,0,0,0,0,0,460,-0.1748094322219515,1.4748679154878646,-0.5796524469122115,5
123,38,46344.0,1,227.0,28,1,0,0,233,20,57,8,20,91,0,0,0,0,0,0,0,429,0.3365671545575199,1.4694853787420568,-0.4503942051131059,1
124,52,34176.0,0,436.0,12,0,1,0,5,7,24,19,14,20,0,0,0,0,0,0,0,89,1.1255044076130305,0.561444050544996,0.4586689892613056,4
125,40,61010.0,1,305.0,57,1,0,1,888,0,57,0,0,76,0,0,0,0,0,0,0,1021,-1.9996808797573185,0.6368507978255693,-0.8397245522702129,1
126,26,69372.0,1,467.0,10,1,1,0,997,26,269,34,13,42,0,1,1,0,0,0,1,1381,-1.4502597320829276,0.2330043147426349,-1.3997859957000958,1
127,38,49967.0,2,619.0,4,0,1,0,212,6,69,4,12,3,0,0,0,0,0,0,0,306,0.4797423836027156,0.9236239916544547,-0.5692748647806894,5
128,39,60199.0,1,609.0,49,0,1,0,8,1,7,2,0,0,0,0,0,0,0,0,0,18,1.3562097652995406,-1.5202119841708306,0.3952875255540075,3
129,33,55375.0,1,305.0,3,1,1,0,42,11,57,10,28,14,0,0,0,0,0,0,0,162,0.1250385973617165,-1.6615694274781174,0.4332423856405874,3
130,41,80317.0,3,676.0,64,0,1,0,536,11,387,149,91,57,0,0,0,0,0,0,0,1231,-1.6245306456190078,-1.4271038915588483,0.3302478397255406,5
131,48,30523.0,0,8.0,0,0,0,1,5,0,3,0,0,5,0,0,0,0,0,0,0,13,1.932425180854972,-0.7761679300650492,-0.1602226384246622,4
132,61,70356.0,2,66.0,20,1,0,1,1349,16,249,43,16,33,0,0,0,0,0,0,0,1706,-1.964685288702962,1.0900551790779935,-1.1970107477509602,1
133,45,23228.0,1,114.0,91,1,1,0,53,3,49,7,4,5,0,0,0,0,0,0,0,121,1.496812572921294,0.9681453666114994,0.2054757510686883,4
134,42,74165.0,1,562.0,9,0,0,1,1001,12,240,16,12,12,0,0,0,0,0,0,0,1293,-1.7453458994971802,-0.881027958740512,-0.2279239469559255,5
135,62,43482.0,1,628.0,83,1,1,0,18,1,32,6,3,28,0,0,0,0,0,0,0,88,1.2686796366582258,0.0155826634573939,0.339788329593722,0
136,65,62551.0,0,495.0,27,0,1,0,125,16,98,134,21,27,1,0,0,0,0,0,0,421,-1.2454939503116147,-0.7849293180124537,0.0323486237573432,5
137,56,52332.0,1,356.0,63,0,1,0,212,5,33,7,0,2,0,1,0,0,0,0,0,259,0.0007125993518298,-0.9302732734194068,-0.1307749831421395,0
138,37,26091.0,1,255.0,84,1,1,0,15,10,19,8,17,20,0,0,0,0,0,0,0,89,1.0663485630774352,-0.2432689887552525,0.6272032627879139,4
139,59,33456.0,0,313.0,58,1,1,0,7,3,10,8,1,7,0,0,0,0,0,0,0,36,1.769996784216741,-0.3642986229834729,0.134378327932665,0
140,56,28718.0,3,363.0,78,1,1,0,12,4,6,11,8,16,0,0,0,0,0,0,0,57,1.8024161986047205,0.0104146724423212,-0.2080058749562225,0
141,69,50447.0,0,601.0,4,1,1,0,85,7,24,2,3,27,0,0,0,0,0,0,0,148,1.0786490990235018,-0.6175531927195768,-0.3845174270212986,0
142,30,53537.0,1,175.0,17,1,0,1,81,0,6,0,0,6,0,0,0,0,0,0,0,93,1.0562891238564784,-0.6177677384503119,0.2925350193277512,3
143,39,52074.0,0,424.0,77,0,1,0,59,0,12,0,0,48,1,0,0,0,0,0,0,119,0.8438986110547314,-1.2511181403580178,0.2452817090617808,0
144,41,80427.0,1,120.0,56,1,0,1,1149,71,449,69,71,26,0,0,0,0,0,0,0,1835,-2.519475296556707,0.6099369777699527,-1.339300604814462,1
145,48,83837.0,3,228.0,79,1,0,1,847,66,119,86,89,111,0,1,0,1,0,0,1,1318,-2.259526188672665,-0.0845115007936908,-0.419424912834393,5
146,61,38853.0,0,223.0,90,1,0,1,29,0,14,0,0,2,0,0,0,0,0,0,0,45,1.6167621159505885,-0.1929359855909304,-0.0814092558599139,2
147,55,38285.0,0,305.0,96,1,1,0,2,0,5,2,0,1,0,0,0,0,0,0,0,10,0.9849015999912768,-1.9269133002373344,0.6484807637466246,0
148,57,51650.0,2,124.0,81,1,0,1,152,3,22,2,5,7,0,0,0,0,0,0,0,191,0.5672725122440304,-0.6121706559737692,-0.5137756688204043,2
149,49,16248.0,2,69.0,77,1,0,0,12,11,10,3,12,9,0,0,0,0,0,0,0,57,1.2520026457315672,-0.0399183307220006,0.5006066436916052,4
150,32,66835.0,1,351.0,21,1,0,1,620,26,195,34,17,141,0,0,0,0,0,0,0,1033,-2.416044075340895,-0.5975536491884185,-0.5639133620570106,5
151,44,30477.0,2,69.0,16,1,0,1,47,1,6,0,0,12,0,0,0,0,0,0,0,66,1.3851184355558062,-0.9602784675046618,0.0470577405638593,4
152,55,28249.0,2,150.0,80,1,0,0,1,9,7,2,14,10,0,0,0,0,0,0,0,43,1.4210485940755002,-0.7707853933192419,-0.2894808802237678,0
153,47,25271.0,1,86.0,45,1,1,0,10,1,18,10,4,7,0,0,0,0,0,0,0,50,2.1145685193773893,-0.387597050791423,-0.2926648396222315,4
154,39,32303.0,1,655.0,63,0,0,1,35,0,2,0,0,2,0,0,0,0,0,0,0,39,1.2262007830492896,-0.733629381663459,0.3475042890224465,2
155,66,61286.0,0,560.0,34,1,1,0,356,0,107,19,9,117,0,0,0,0,0,0,0,608,-0.5723233967702189,0.4258982354449858,-0.98673928514932,0
156,44,74068.0,2,37.0,14,1,1,0,783,30,537,140,76,15,0,0,0,0,0,0,0,1581,-2.5546123560869183,-1.1985437742768377,0.7524371359097766,5
157,55,45759.0,3,5.0,13,1,0,1,42,1,18,3,0,4,0,0,0,0,0,0,0,68,1.6167621159505885,-0.1929359855909304,-0.0814092558599139,4
158,63,24882.0,0,210.0,52,1,0,0,1,4,10,29,0,36,1,0,0,0,0,0,0,80,1.5576062714149936,-0.9976490248911788,0.0871250176666945,4
159,38,66973.0,1,49.0,98,1,0,1,466,22,432,147,113,102,0,0,0,0,0,0,0,1282,-2.931865973717418,-0.1432395841352315,-0.7197647606504977,1
160,26,36640.0,1,50.0,99,0,0,0,15,6,8,7,4,25,0,0,0,0,0,1,0,65,1.2187175204947094,-1.0296370455318882,-0.0020659470295756,4
161,68,38872.0,0,274.0,93,1,1,0,23,3,21,3,19,22,0,0,0,0,0,0,0,91,1.6491815303385684,0.1817773098348634,-0.423793458748801,0
162,30,51148.0,1,158.0,38,1,1,0,235,6,45,8,9,12,0,0,0,0,0,0,0,315,0.2848945725765049,0.9607800033102372,0.0677103044655252,5
163,53,31353.0,0,14.0,24,1,1,0,10,0,10,3,1,7,0,0,0,0,0,0,0,31,1.938973875944214,-0.2164489591296156,0.1686000229342395,4
164,31,69661.0,1,571.0,80,1,0,1,656,16,106,32,16,8,0,0,0,0,0,0,0,834,-2.021971998307881,-0.2420804743562637,-0.9869813248381104,1
165,38,46854.0,0,467.0,81,0,0,1,96,1,79,7,1,79,1,0,0,0,0,0,1,263,1.1937851239042436,2.0043671466073083,0.6040553845017387,2
166,50,69142.0,2,491.0,50,0,1,0,448,4,34,6,4,39,0,1,0,0,0,0,0,535,-0.5430107899562273,0.9343890651460702,-0.8277913483789007,1
